,text,sentiment
2606,is on the radio,1
2607,borat was so less,1
2608,happy mothers day to all the mothers in the world especially the tweeter moms,2
2609,say hi to dan and katherine and zachy,1
2610,ready to crashhad a great day and a fun night i couldnt ask for anything more night,2
2611,thick as pig went to oxford helenas cantab friends description of me to her boyfriend yesterday,0
2612,im not leaving yet,1
2613,good morninï ½everybody happy mothersday to every mom,2
2614,and my him is officially the one to say happy mothers day to me i love it,2
2615,says tom hello school again,0
2616,finishing homework booo,1
2617,i fall asleep and didnt get to see the jonas brothers web cast still tierd,0
2618,shower class more class taking care of my ladyfriend writing like theres no tomorrow,2
2619,cool i have one from a decluttering friend but i dont know how to play,1
2620,twitter question should i go to my brothers soccer game of the season or should i stay warmed up in bed minutes to reply,1
2621,awesome run report did you see the bald eagle on the lighthouse that was their hangout when i last ran discovery park,2
2622,leaving nola today counting down the seconds til i start crying love this place so much,2
2623,offline for now ill tweet again later,1
2624,i have twitter sooo im pretty cool now,2
2625,im going to cali in like two weeks but its nor cal,1
2626,i decided that myspacee is wayy better,2
2627,flo can spell antidisestablishmentarianism off the top of her head wait i just did,1
2628,being followed by compliance great have to watch what i say now,2
2629,my macs hard drive crashed then i brought it to powermac they couldnt recover the files no back up,0
2630,oh tonight is a good night,2
2631,why did i agree to work on this gorgeous day,1
2632,whoa steady there mate dont fall down,2
2633,still eatin lunchn readin comments about last niteda best comment i receive was you really brought anne to life,2
2634,i hope it doesnt rain tonight tomorrow my fam comes to visit swimming pool and carne asada if it rains the pool is going to be dirty,2
2635,bored some vector off to work after this class,0
2636,lupos is a bit far for you methinks luv theyre an hour out of my way in providence i love providence,2
2637,ill help if you pay for my reactivation,2
2638,at natalies just finished work had the most amazing peanut butter sandwhich ever i miss your faceeee,1
2639,true that dont know why i bothered this morning cos i just put it up in a pony soon as i got to work anyways,0
2640,you can use my alotment,1
2641,woooooooooo are you coming to nottingham at any point,2
2642,chick at coles hit on me haha ran into cousin,1
2643,soon we are going to look at a cabaret its going to be fun,2
2644,nice to see you tweeting its sunday may and were celebrating mothers day here today so be nice to yer mom,2
2645,lucy has an upset tummy and sore leg,0
2646,that is awesome,2
2647,yes its a common thing dont you remember i promised you and nic i wouldnt stress online clearly not kept,1
2648,rigby well my neck hurts from moving out you massage me i massage u lol,1
2649,beer smoki and lucky strikegood times good times at workdrawing stuff,2
2650,lots of decisions to makei need an assistantcooknannychauffer lol lol but real,1
2651,this early in the morning they probably wont even need much makeup,1
2652,i wanna leave work already not feelin it,0
2653,the holy cow is what did this to me,1
2654,cool actually i believe ti has just begun his jail sentence in arkansas,2
2655,youre welcome chica,2
2656,lmfao yea anyone please were really pretty,2
2657,will deplurk gah need to concentrate on jap visit my site if you have time heh,0
2658,happy star wars day twitters,2
2659,mmmmmmmm it in the morning,1
2660,chicken beer and good company makes a good night,2
2661,craig tried to follow one of your ff recommendations but have been blocked from following by request of the user,0
2662,y am i still awoke am,1
2663,i am braid free i miss thee blond here i come,1
2664,was at ruby skye last night as well superb set by steve the last hour was loaded with thrillseekers material old and new,2
2665,is wishing good night everybody,2
2666,ok thanks do you like my new pic,2
2667,oh i see who u mean nowtht heltershelter person lol yer looks scary,0
2668,is saving up till hk,1
2669,i just wanted dippin dots,1
2670,noooo poor se,0
2671,really enjoyed the podcast with this was my time listenening to the show will def listen from now on,2
2672,just saw up with my favorites and surprisingly it was way too sad,0
2673,omg hahaha i thought you were joking about twittering that hahaha awesome good times were had by all,2
2674,oh ew thats too bad after not using this certain lip gloss for a long time i just tried to wear it literally making my lips burn,0
2675,okayjust eat cookies not share with me lol,1
2676,download movie ben alien force cool movie,2
2677,we wont be home till like next month,1
2678,its make a wish,1
2679,happy mothers day to everyone lucky enough to be a mommy extra special happy to who became a mommy,2
2680,youre gonna wear pink outfits i assume she bought it for you,1
2681,strongly agrees with jason about wolverine but not about hugh jackman sorry no kids for this mouse,1
2682,sorry about that anna wintour repeated tweets sooo sorry somethings up was wondering abt the quad tweet,0
2683,well ill have lemon and ranch for you not for me though,1
2684,cant wait to see transformers cme on shia yippiee,2
2685,any kimbeommie updates,1
2686,dont worry babe,2
2687,arent randoms what its about i love that its star wars day i didnt realise and i cant believe its almost over,1
2688,ohh yeh but he was on sexy men so its okay,1
2689,boo jealous can you add and i really wish nicole was herebut we all know what shes really doing to that tweet,1
2690,lara thank you so much the ff recommend,2
2691,anyone want my chocolate nutella mochi its just gonna go to waste,1
2692,watching neighbourss,1
2693,im not off till,1
2694,best part of notting hill is on daft prick haha love it,1
2695,vacation over looking forward to the next one,2
2696,say a hi to me tom please please,1
2697,i am totally knackered and back in the meeting,0
2698,wheres my new,1
2699,we said anyone could write onethose special selected are of course chosen because they are outstanding,2
2700,that reminds me i need to pick up a mask thanks i prefer not to take meds because i will b addicted,2
2701,traffic jam outside of chicago i feel very office space right now,2
2702,hope the train remembers the way they can go a bit loopy on bank holidays,0
2703,im enjoying this sunday very much no parents no revision just like any other sunday,2
2704,is now going to the hairdressers instead of running due to rain,1
2705,yeah i just realise the organiser dun let performing artistdjs drink on stage tight malaysian laws n rules here,0
